array,camera,site,treatment,date
CL,61,CL_61,pre,2014-01-30
CL,61,CL_61,pre,2014-01-31
CL,61,CL_61,pre,2014-02-01
CL,61,CL_61,pre,2014-02-02
CL,61,CL_61,pre,2014-02-03
CL,61,CL_61,pre,2014-02-04
CL,61,CL_61,pre,2014-02-05
CL,61,CL_61,pre,2014-02-06
CL,61,CL_61,pre,2014-02-07
CL,61,CL_61,pre,2014-02-08
CL,61,CL_61,pre,2014-02-09
CL,61,CL_61,pre,2014-02-10
CL,61,CL_61,pre,2014-02-11
CL,61,CL_61,pre,2014-02-12
CL,61,CL_61,pre,2014-02-13
CL,61,CL_61,pre,2014-02-14
CL,61,CL_61,pre,2014-02-15
CL,61,CL_61,pre,2014-02-16
CL,61,CL_61,pre,2014-02-17
CL,61,CL_61,pre,2014-02-18
CL,61,CL_61,pre,2014-02-19
CL,61,CL_61,pre,2014-02-20
CL,61,CL_61,pre,2014-02-21
CL,61,CL_61,pre,2014-02-22
CL,61,CL_61,pre,2014-02-23
CL,61,CL_61,pre,2014-02-24
CL,61,CL_61,pre,2014-02-25
CL,61,CL_61,pre,2014-02-26
CL,61,CL_61,pre,2014-02-27
CL,61,CL_61,pre,2014-02-28
CL,61,CL_61,pre,2014-03-01
CL,61,CL_61,pre,2014-03-02
CL,61,CL_61,pre,2014-03-03
CL,61,CL_61,pre,2014-03-04
CL,61,CL_61,pre,2014-03-05
CL,61,CL_61,pre,2014-03-06
CL,61,CL_61,pre,2014-03-07
CL,61,CL_61,pre,2014-03-08
CL,61,CL_61,pre,2014-03-09
CL,61,CL_61,pre,2014-03-10
CL,61,CL_61,pre,2014-03-11
CL,61,CL_61,pre,2014-03-12
CL,61,CL_61,pre,2014-03-13
CL,61,CL_61,pre,2014-03-14
CL,61,CL_61,pre,2014-03-15
CL,61,CL_61,pre,2014-03-16
CL,61,CL_61,pre,2014-03-17
CL,61,CL_61,pre,2014-03-18
CL,61,CL_61,pre,2014-03-19
CL,61,CL_61,pre,2014-03-20
CL,61,CL_61,pre,2014-03-21
CL,61,CL_61,pre,2014-03-22
CL,61,CL_61,pre,2014-03-23
CL,61,CL_61,pre,2014-03-24
CL,61,CL_61,pre,2014-03-25
CL,61,CL_61,pre,2014-03-26
CL,61,CL_61,pre,2014-03-27
CL,61,CL_61,pre,2014-03-28
CL,61,CL_61,pre,2014-03-29
CL,61,CL_61,pre,2014-03-30
CL,61,CL_61,pre,2014-03-31
CL,61,CL_61,pre,2014-04-01
CL,61,CL_61,pre,2014-04-02
CL,61,CL_61,pre,2014-04-03
CL,61,CL_61,pre,2014-04-04
CL,61,CL_61,pre,2014-04-05
CL,61,CL_61,pre,2014-04-06
CL,61,CL_61,pre,2014-04-07
CL,61,CL_61,pre,2014-04-08
CL,61,CL_61,pre,2014-04-09
CL,61,CL_61,pre,2014-04-10
CL,61,CL_61,pre,2014-04-11
CL,61,CL_61,pre,2014-04-12
CL,61,CL_61,pre,2014-04-13
CL,61,CL_61,pre,2014-04-14
CL,61,CL_61,pre,2014-04-15
CL,61,CL_61,pre,2014-04-16
CL,61,CL_61,pre,2014-04-17
CL,61,CL_61,pre,2014-04-18
CL,61,CL_61,pre,2014-04-19
CL,61,CL_61,pre,2014-04-20
CL,61,CL_61,pre,2014-04-21
CL,61,CL_61,pre,2014-04-22
CL,61,CL_61,pre,2014-04-23
CL,61,CL_61,pre,2014-04-24
CL,61,CL_61,pre,2014-04-25
CL,61,CL_61,pre,2014-04-26
CL,61,CL_61,pre,2014-04-27
CL,61,CL_61,pre,2014-04-28
CL,61,CL_61,pre,2014-04-29
CL,61,CL_61,pre,2014-04-30
CL,61,CL_61,pre,2014-05-01
CL,61,CL_61,pre,2014-05-02
CL,61,CL_61,pre,2014-05-03
CL,61,CL_61,pre,2014-05-04
CL,61,CL_61,pre,2014-05-05
CL,61,CL_61,pre,2014-05-06
CL,61,CL_61,pre,2014-05-07
CL,61,CL_61,pre,2014-05-08
CL,61,CL_61,pre,2014-05-09
CL,61,CL_61,pre,2014-05-10
CL,61,CL_61,pre,2014-05-11
CL,61,CL_61,pre,2014-05-12
CL,61,CL_61,pre,2014-05-13
CL,61,CL_61,pre,2014-05-14
CL,61,CL_61,pre,2014-05-15
CL,61,CL_61,pre,2014-05-16
CL,61,CL_61,pre,2014-05-17
CL,61,CL_61,pre,2014-05-18
CL,61,CL_61,pre,2014-05-19
CL,61,CL_61,pre,2014-05-20
CL,61,CL_61,pre,2014-05-21
CL,61,CL_61,pre,2014-05-22
CL,61,CL_61,pre,2014-05-23
CL,61,CL_61,pre,2014-05-24
CL,61,CL_61,pre,2014-05-25
CL,61,CL_61,pre,2014-05-26
CL,61,CL_61,pre,2014-05-27
CL,61,CL_61,pre,2014-05-28
CL,61,CL_61,pre,2014-05-29
CL,61,CL_61,pre,2014-05-30
CL,61,CL_61,pre,2014-05-31
CL,61,CL_61,pre,2014-06-01
CL,61,CL_61,pre,2014-06-02
CL,61,CL_61,pre,2014-06-03
CL,61,CL_61,pre,2014-06-04
CL,61,CL_61,pre,2014-06-05
CL,61,CL_61,pre,2014-06-06
CL,61,CL_61,pre,2014-06-07
CL,61,CL_61,pre,2014-06-08
CL,61,CL_61,pre,2014-06-09
CL,61,CL_61,pre,2014-06-10
CL,61,CL_61,pre,2014-06-11
CL,61,CL_61,pre,2014-06-12
CL,61,CL_61,pre,2014-06-13
CL,61,CL_61,pre,2014-06-14
CL,61,CL_61,pre,2014-06-15
CL,61,CL_61,pre,2014-06-16
CL,61,CL_61,pre,2014-06-17
CL,61,CL_61,pre,2014-06-18
CL,61,CL_61,pre,2014-06-19
CL,61,CL_61,pre,2014-06-20
CL,61,CL_61,pre,2014-06-21
CL,61,CL_61,pre,2014-06-22
CL,61,CL_61,pre,2014-06-23
CL,61,CL_61,pre,2014-06-24
CL,61,CL_61,pre,2014-06-25
CL,61,CL_61,pre,2014-06-26
CL,61,CL_61,pre,2014-06-27
CL,61,CL_61,pre,2014-06-28
CL,61,CL_61,pre,2014-06-29
CL,61,CL_61,pre,2014-06-30
CL,61,CL_61,pre,2014-07-01
CL,61,CL_61,pre,2014-07-02
CL,61,CL_61,pre,2014-07-03
CL,61,CL_61,pre,2014-07-04
CL,61,CL_61,pre,2014-07-05
CL,61,CL_61,pre,2014-07-06
CL,61,CL_61,pre,2014-07-07
CL,61,CL_61,pre,2014-07-08
CL,61,CL_61,pre,2014-07-09
CL,61,CL_61,pre,2014-07-10
CL,61,CL_61,pre,2014-07-11
CL,61,CL_61,pre,2014-07-12
CL,61,CL_61,pre,2014-07-13
CL,61,CL_61,pre,2014-07-14
CL,61,CL_61,pre,2014-07-15
CL,61,CL_61,pre,2014-07-16
CL,61,CL_61,pre,2014-07-17
CL,61,CL_61,pre,2014-07-18
CL,61,CL_61,pre,2014-07-19
CL,61,CL_61,pre,2014-07-20
CL,61,CL_61,pre,2014-07-21
CL,61,CL_61,pre,2014-07-22
CL,61,CL_61,pre,2014-07-23
CL,61,CL_61,pre,2014-07-24
CL,61,CL_61,pre,2014-07-25
CL,61,CL_61,pre,2014-07-26
CL,61,CL_61,pre,2014-07-27
CL,61,CL_61,pre,2014-07-28
CL,61,CL_61,pre,2014-07-29
CL,61,CL_61,pre,2014-07-30
CL,61,CL_61,pre,2014-07-31
CL,61,CL_61,pre,2014-08-01
CL,61,CL_61,pre,2014-08-02
CL,61,CL_61,pre,2014-08-03
CL,61,CL_61,pre,2014-08-04
CL,61,CL_61,pre,2014-08-05
CL,61,CL_61,pre,2014-08-06
CL,61,CL_61,pre,2014-08-07
CL,61,CL_61,pre,2014-08-08
CL,61,CL_61,pre,2014-08-09
CL,61,CL_61,pre,2014-08-10
CL,61,CL_61,pre,2014-08-11
CL,61,CL_61,pre,2014-08-12
CL,61,CL_61,pre,2014-08-13
CL,61,CL_61,pre,2014-08-14
CL,61,CL_61,pre,2014-08-15
CL,61,CL_61,pre,2014-08-16
CL,61,CL_61,pre,2014-08-17
CL,61,CL_61,pre,2014-08-18
CL,61,CL_61,pre,2014-08-19
CL,61,CL_61,pre,2014-08-20
CL,61,CL_61,pre,2014-08-21
CL,61,CL_61,pre,2014-08-22
CL,61,CL_61,pre,2014-08-23
CL,61,CL_61,pre,2014-08-24
CL,61,CL_61,pre,2014-08-25
CL,61,CL_61,pre,2014-08-26
CL,61,CL_61,pre,2014-08-27
CL,61,CL_61,pre,2014-08-28
CL,61,CL_61,pre,2014-08-29
CL,61,CL_61,pre,2014-08-30
CL,61,CL_61,pre,2014-08-31
CL,61,CL_61,pre,2014-09-01
CL,61,CL_61,pre,2014-09-02
CL,61,CL_61,pre,2014-09-03
CL,61,CL_61,pre,2014-09-04
CL,61,CL_61,pre,2014-09-05
CL,61,CL_61,pre,2014-09-06
CL,61,CL_61,pre,2014-09-07
CL,61,CL_61,pre,2014-09-08
CL,61,CL_61,pre,2014-09-09
CL,61,CL_61,pre,2014-09-10
CL,61,CL_61,pre,2014-09-11
CL,61,CL_61,pre,2014-09-12
CL,61,CL_61,pre,2014-09-13
CL,61,CL_61,pre,2014-09-14
CL,61,CL_61,pre,2014-09-15
CL,61,CL_61,pre,2014-09-16
CL,61,CL_61,pre,2014-09-17
CL,61,CL_61,pre,2014-09-18
CL,61,CL_61,pre,2014-09-19
CL,61,CL_61,pre,2014-09-20
CL,61,CL_61,pre,2014-09-21
CL,61,CL_61,pre,2014-09-22
CL,61,CL_61,pre,2014-09-23
CL,61,CL_61,pre,2014-09-24
CL,61,CL_61,pre,2014-09-25
CL,61,CL_61,pre,2014-09-26
CL,61,CL_61,pre,2014-09-27
CL,61,CL_61,pre,2014-09-28
CL,61,CL_61,pre,2014-09-29
CL,61,CL_61,pre,2014-09-30
CL,61,CL_61,pre,2014-10-01
CL,61,CL_61,pre,2014-10-02
CL,61,CL_61,pre,2014-10-03
CL,61,CL_61,pre,2014-10-04
CL,61,CL_61,pre,2014-10-05
CL,61,CL_61,pre,2014-10-06
CL,61,CL_61,pre,2014-10-07
CL,61,CL_61,pre,2014-10-08
CL,61,CL_61,pre,2014-10-09
CL,61,CL_61,pre,2014-10-10
CL,61,CL_61,pre,2014-10-11
CL,61,CL_61,pre,2014-10-12
CL,61,CL_61,pre,2014-10-13
CL,61,CL_61,pre,2014-10-14
CL,61,CL_61,pre,2014-10-15
CL,61,CL_61,pre,2014-10-16
CL,61,CL_61,pre,2014-10-17
CL,61,CL_61,pre,2014-10-18
CL,61,CL_61,pre,2014-10-19
CL,61,CL_61,pre,2014-10-20
CL,61,CL_61,pre,2014-10-21
CL,61,CL_61,pre,2014-10-22
CL,61,CL_61,pre,2014-10-23
CL,61,CL_61,pre,2014-10-24
CL,61,CL_61,pre,2014-10-25
CL,62,CL_62,post,2017-10-26
CL,62,CL_62,post,2017-10-27
CL,62,CL_62,post,2017-10-28
CL,62,CL_62,post,2017-10-29
CL,62,CL_62,post,2017-10-30
CL,62,CL_62,post,2017-10-31
CL,62,CL_62,post,2017-11-01
CL,62,CL_62,post,2017-11-02
CL,62,CL_62,post,2017-11-03
CL,62,CL_62,post,2017-11-04
CL,62,CL_62,post,2017-11-05
CL,62,CL_62,post,2017-11-06
CL,62,CL_62,post,2017-11-07
CL,62,CL_62,post,2017-11-08
CL,62,CL_62,post,2017-11-09
CL,62,CL_62,post,2017-11-10
CL,62,CL_62,post,2017-11-11
CL,62,CL_62,post,2017-11-12
CL,62,CL_62,post,2017-11-13
CL,62,CL_62,post,2017-11-14
CL,62,CL_62,post,2017-11-15
CL,62,CL_62,post,2017-11-16
CL,62,CL_62,post,2017-11-17
CL,62,CL_62,post,2017-11-18
CL,62,CL_62,post,2017-11-19
CL,62,CL_62,post,2017-11-20
CL,62,CL_62,post,2017-11-21
CL,62,CL_62,post,2017-11-22
CL,62,CL_62,post,2017-11-23
CL,62,CL_62,post,2017-11-24
CL,62,CL_62,post,2017-11-25
CL,62,CL_62,post,2017-11-26
CL,62,CL_62,post,2017-11-27
CL,62,CL_62,post,2017-11-28
CL,62,CL_62,post,2017-11-29
CL,62,CL_62,post,2017-11-30
CL,62,CL_62,post,2017-12-01
CL,62,CL_62,post,2017-12-02
CL,62,CL_62,post,2017-12-03
CL,62,CL_62,post,2017-12-04
CL,62,CL_62,post,2017-12-05
CL,62,CL_62,post,2017-12-06
CL,62,CL_62,post,2017-12-07
CL,62,CL_62,post,2017-12-08
CL,62,CL_62,post,2017-12-09
CL,62,CL_62,post,2017-12-10
CL,62,CL_62,post,2017-12-11
CL,62,CL_62,post,2017-12-12
CL,62,CL_62,post,2017-12-13
CL,62,CL_62,post,2017-12-14
CL,62,CL_62,post,2017-12-15
CL,62,CL_62,post,2017-12-16
CL,62,CL_62,post,2017-12-17
CL,62,CL_62,post,2017-12-18
CL,62,CL_62,post,2017-12-19
CL,62,CL_62,post,2017-12-20
CL,62,CL_62,post,2017-12-21
CL,62,CL_62,post,2017-12-22
CL,62,CL_62,post,2017-12-23
CL,62,CL_62,post,2017-12-24
CL,62,CL_62,post,2017-12-25
CL,62,CL_62,post,2017-12-26
CL,62,CL_62,post,2017-12-27
CL,62,CL_62,post,2017-12-28
CL,62,CL_62,post,2017-12-29
CL,62,CL_62,post,2017-12-30
CL,62,CL_62,post,2017-12-31
CL,62,CL_62,post,2018-01-01
CL,62,CL_62,post,2018-01-02
CL,62,CL_62,post,2018-01-03
CL,62,CL_62,post,2018-01-04
CL,62,CL_62,post,2018-01-05
CL,62,CL_62,post,2018-01-06
CL,62,CL_62,post,2018-01-07
CL,62,CL_62,post,2018-01-08
CL,62,CL_62,post,2018-01-09
CL,62,CL_62,post,2018-01-10
CL,62,CL_62,post,2018-01-11
CL,62,CL_62,post,2018-01-12
CL,62,CL_62,post,2018-01-13
CL,62,CL_62,post,2018-01-14
CL,62,CL_62,post,2018-01-15
CL,62,CL_62,post,2018-01-16
CL,62,CL_62,post,2018-01-17
CL,62,CL_62,post,2018-01-18
CL,62,CL_62,post,2018-01-19
CL,62,CL_62,post,2018-01-20
CL,62,CL_62,post,2018-01-21
CL,62,CL_62,post,2018-01-22
CL,62,CL_62,post,2018-01-23
CL,62,CL_62,post,2018-01-24
CL,62,CL_62,post,2018-01-25
CL,62,CL_62,post,2018-01-26
CL,62,CL_62,post,2018-01-27
CL,62,CL_62,post,2018-01-28
CL,62,CL_62,post,2018-01-29
CL,62,CL_62,post,2018-01-30
CL,62,CL_62,post,2018-01-31
CL,62,CL_62,post,2018-02-01
CL,62,CL_62,post,2018-02-02
CL,62,CL_62,post,2018-02-03
CL,62,CL_62,post,2018-02-04
CL,62,CL_62,post,2018-02-05
CL,62,CL_62,post,2018-02-06
CL,62,CL_62,post,2018-02-07
CL,62,CL_62,post,2018-02-08
CL,62,CL_62,post,2018-02-09
CL,62,CL_62,post,2018-02-10
CL,62,CL_62,post,2018-02-11
CL,62,CL_62,post,2018-02-12
CL,62,CL_62,post,2018-02-13
CL,62,CL_62,post,2018-02-14
CL,62,CL_62,post,2018-02-15
CL,62,CL_62,post,2018-02-16
CL,62,CL_62,post,2018-02-17
CL,62,CL_62,post,2018-02-18
CL,62,CL_62,post,2018-02-19
CL,62,CL_62,post,2018-02-20
CL,62,CL_62,post,2018-02-21
CL,62,CL_62,post,2018-02-22
CL,62,CL_62,post,2018-02-23
CL,62,CL_62,post,2018-02-24
CL,62,CL_62,post,2018-02-25
CL,62,CL_62,post,2018-02-26
CL,62,CL_62,post,2018-02-27
CL,62,CL_62,post,2018-02-28
CL,62,CL_62,post,2018-03-01
CL,62,CL_62,post,2018-03-02
CL,62,CL_62,post,2018-03-03
CL,62,CL_62,post,2018-03-04
CL,62,CL_62,post,2018-03-05
CL,62,CL_62,post,2018-03-06
CL,62,CL_62,post,2018-03-07
CL,62,CL_62,post,2018-03-08
CL,62,CL_62,post,2018-03-09
CL,62,CL_62,post,2018-03-10
CL,62,CL_62,post,2018-03-11
CL,62,CL_62,post,2018-03-12
CL,62,CL_62,post,2018-03-13
CL,62,CL_62,post,2018-03-14
CL,62,CL_62,post,2018-03-15
CL,62,CL_62,post,2018-03-16
CL,62,CL_62,post,2018-03-17
CL,62,CL_62,post,2018-03-18
CL,62,CL_62,post,2018-03-19
CL,62,CL_62,post,2018-03-20
CL,62,CL_62,post,2018-03-21
CL,62,CL_62,post,2018-03-22
CL,62,CL_62,post,2018-03-23
CL,62,CL_62,post,2018-03-24
CL,62,CL_62,post,2018-03-25
CL,62,CL_62,post,2018-03-26
CL,62,CL_62,post,2018-03-27
CL,62,CL_62,post,2018-03-28
CL,62,CL_62,post,2018-03-29
CL,62,CL_62,post,2018-03-30
CL,62,CL_62,post,2018-03-31
CL,62,CL_62,post,2018-04-01
CL,62,CL_62,post,2018-04-02
CL,62,CL_62,post,2018-04-03
CL,62,CL_62,post,2018-04-04
CL,62,CL_62,post,2018-04-05
CL,62,CL_62,post,2018-04-06
CL,62,CL_62,post,2018-04-07
CL,62,CL_62,post,2018-04-08
CL,62,CL_62,post,2018-04-09
CL,62,CL_62,post,2018-04-10
CL,62,CL_62,post,2018-04-11
CL,62,CL_62,post,2018-04-12
CL,62,CL_62,post,2018-04-13
CL,62,CL_62,post,2018-04-14
CL,62,CL_62,post,2018-04-15
CL,62,CL_62,post,2018-04-16
CL,62,CL_62,post,2018-04-17
CL,62,CL_62,post,2018-04-18
CL,62,CL_62,post,2018-04-19
CL,62,CL_62,post,2018-04-20
CL,62,CL_62,post,2018-04-21
CL,62,CL_62,post,2018-04-22
CL,62,CL_62,post,2018-04-23
CL,62,CL_62,post,2018-04-24
CL,62,CL_62,post,2018-04-25
CL,62,CL_62,post,2018-04-26
CL,62,CL_62,post,2018-04-27
CL,62,CL_62,post,2018-04-28
CL,62,CL_62,post,2018-04-29
CL,62,CL_62,post,2018-04-30
CL,62,CL_62,post,2018-05-01
CL,62,CL_62,post,2018-05-02
CL,62,CL_62,post,2018-05-03
CL,62,CL_62,post,2018-05-04
CL,62,CL_62,post,2018-05-05
CL,62,CL_62,post,2018-05-06
CL,62,CL_62,post,2018-05-07
CL,62,CL_62,post,2018-05-08
CL,62,CL_62,post,2018-05-09
CL,62,CL_62,post,2018-05-10
CL,62,CL_62,post,2018-05-11
CL,62,CL_62,post,2018-05-12
CL,62,CL_62,post,2018-05-13
CL,62,CL_62,post,2018-05-14
CL,62,CL_62,post,2018-05-15
CL,62,CL_62,post,2018-05-16
CL,62,CL_62,post,2018-05-17
CL,62,CL_62,post,2018-05-18
CL,62,CL_62,post,2018-05-19
CL,62,CL_62,post,2018-05-20
CL,62,CL_62,post,2018-05-21
CL,62,CL_62,post,2018-05-22
CL,62,CL_62,post,2018-05-23
CL,62,CL_62,post,2018-05-24
CL,62,CL_62,post,2018-05-25
CL,62,CL_62,post,2018-05-26
CL,62,CL_62,post,2018-05-27
CL,62,CL_62,post,2018-05-28
CL,62,CL_62,post,2018-05-29
CL,62,CL_62,post,2018-05-30
CL,62,CL_62,post,2018-05-31
CL,62,CL_62,post,2018-06-01
CL,62,CL_62,post,2018-06-02
CL,62,CL_62,post,2018-06-03
CL,62,CL_62,post,2018-06-04
CL,62,CL_62,post,2018-06-05
CL,62,CL_62,post,2018-06-06
CL,62,CL_62,post,2018-06-07
CL,62,CL_62,post,2018-06-08
CL,62,CL_62,post,2018-06-09
CL,62,CL_62,post,2018-06-10
CL,62,CL_62,post,2018-06-11
CL,62,CL_62,post,2018-06-12
CL,62,CL_62,post,2018-06-13
CL,62,CL_62,post,2018-06-14
CL,62,CL_62,post,2018-06-15
CL,62,CL_62,post,2018-06-16
CL,62,CL_62,post,2018-06-17
CL,62,CL_62,post,2018-06-18
CL,62,CL_62,post,2018-06-19
CL,62,CL_62,post,2018-06-20
CL,62,CL_62,post,2018-06-21
CL,62,CL_62,post,2018-06-22
CL,62,CL_62,post,2018-06-23
CL,62,CL_62,post,2018-06-24
CL,62,CL_62,post,2018-06-25
CL,62,CL_62,post,2018-06-26
CL,62,CL_62,post,2018-06-27
CL,62,CL_62,post,2018-06-28
CL,62,CL_62,post,2018-06-29
CL,62,CL_62,post,2018-06-30
CL,62,CL_62,post,2018-07-01
CL,62,CL_62,post,2018-07-02
CL,62,CL_62,post,2018-07-03
CL,62,CL_62,post,2018-07-04
CL,62,CL_62,post,2018-07-05
CL,62,CL_62,post,2018-07-06
CL,62,CL_62,post,2018-07-07
CL,62,CL_62,post,2018-07-08
CL,62,CL_62,post,2018-07-09
CL,62,CL_62,post,2018-07-10
CL,62,CL_62,post,2018-07-11
CL,62,CL_62,post,2018-07-12
CL,62,CL_62,post,2018-07-13
CL,62,CL_62,post,2018-07-14
CL,62,CL_62,post,2018-07-15
CL,62,CL_62,post,2018-07-16
CL,62,CL_62,post,2018-07-17
CL,62,CL_62,post,2018-07-18
CL,62,CL_62,post,2018-07-19
CL,62,CL_62,post,2018-07-20
CL,62,CL_62,post,2018-07-21
CL,62,CL_62,post,2018-07-22
CL,62,CL_62,post,2018-07-23
CL,62,CL_62,post,2018-07-24
CL,62,CL_62,post,2018-07-25
CL,62,CL_62,post,2018-07-26
CL,62,CL_62,post,2018-07-27
CL,62,CL_62,post,2018-07-28
CL,62,CL_62,post,2018-07-29
CL,62,CL_62,post,2018-07-30
CL,62,CL_62,post,2018-07-31
CL,62,CL_62,post,2018-08-01
CL,62,CL_62,post,2018-08-02
CL,62,CL_62,post,2018-08-03
CL,62,CL_62,post,2018-08-04
CL,62,CL_62,post,2018-08-05
CL,62,CL_62,post,2018-08-06
CL,62,CL_62,post,2018-08-07
CL,62,CL_62,post,2018-08-08
CL,62,CL_62,post,2018-08-09
CL,62,CL_62,post,2018-08-10
CL,62,CL_62,post,2018-08-11
CL,62,CL_62,post,2018-08-12
CL,62,CL_62,post,2018-08-13
CL,62,CL_62,post,2018-08-14
CL,62,CL_62,post,2018-08-15
CL,62,CL_62,post,2018-08-16
CL,62,CL_62,post,2018-08-17
CL,62,CL_62,post,2018-08-18
CL,62,CL_62,post,2018-08-19
CL,62,CL_62,post,2018-08-20
CL,62,CL_62,post,2018-08-21
CL,62,CL_62,post,2018-08-22
CL,62,CL_62,post,2018-08-23
CL,62,CL_62,post,2018-08-24
CL,62,CL_62,post,2018-08-25
CL,62,CL_62,post,2018-08-26
CL,62,CL_62,post,2018-08-27
CL,62,CL_62,post,2018-08-28
CL,62,CL_62,post,2018-08-29
CL,62,CL_62,post,2018-08-30
CL,62,CL_62,post,2018-08-31
CL,62,CL_62,post,2018-09-01
CL,62,CL_62,post,2018-09-02
CL,62,CL_62,post,2018-09-03
CL,62,CL_62,post,2018-09-04
CL,62,CL_62,post,2018-09-05
CL,62,CL_62,post,2018-09-06
CL,62,CL_62,post,2018-09-07
CL,62,CL_62,post,2018-09-08
CL,62,CL_62,post,2018-09-09
CL,62,CL_62,post,2018-09-10
CL,62,CL_62,post,2018-09-11
CL,62,CL_62,post,2018-09-12
CL,62,CL_62,post,2018-09-13
CL,62,CL_62,post,2018-09-14
CL,62,CL_62,post,2018-09-15
CL,62,CL_62,post,2018-09-16
CL,62,CL_62,post,2018-09-17
CL,62,CL_62,post,2018-09-18
CL,62,CL_62,post,2018-09-19
CL,62,CL_62,post,2018-09-20
CL,62,CL_62,post,2018-09-21
CL,62,CL_62,post,2018-09-22
CL,62,CL_62,post,2018-09-23
CL,62,CL_62,post,2018-09-24
CL,62,CL_62,post,2018-09-25
CL,62,CL_62,post,2018-09-26
CL,62,CL_62,post,2018-09-27
CL,62,CL_62,post,2018-09-28
CL,62,CL_62,post,2018-09-29
CL,62,CL_62,post,2018-09-30
CL,62,CL_62,post,2018-10-01
CL,62,CL_62,post,2018-10-02
CL,62,CL_62,post,2018-10-03
CL,62,CL_62,post,2018-10-04
CL,62,CL_62,post,2018-10-05
CL,62,CL_62,post,2018-10-06
CL,62,CL_62,post,2018-10-07
CL,62,CL_62,post,2018-10-08
CL,62,CL_62,post,2018-10-09
CL,62,CL_62,post,2018-10-10
CL,62,CL_62,post,2018-10-11
CL,62,CL_62,post,2018-10-12
CL,62,CL_62,post,2018-10-13
CL,62,CL_62,post,2018-10-14
CL,62,CL_62,post,2018-10-15
CL,62,CL_62,post,2018-10-16
CL,62,CL_62,post,2018-10-17
CL,62,CL_62,post,2018-10-18
CL,62,CL_62,post,2018-10-19
CL,62,CL_62,post,2018-10-20
CL,62,CL_62,post,2018-10-21
CL,62,CL_62,post,2018-10-22
CL,62,CL_62,post,2018-10-23
CL,62,CL_62,post,2018-10-24
CL,62,CL_62,post,2018-10-25
CL,62,CL_62,post,2018-10-26
CL,62,CL_62,post,2018-10-27
CL,62,CL_62,post,2018-10-28
CL,62,CL_62,post,2018-10-29
CL,62,CL_62,post,2018-10-30
CL,62,CL_62,post,2018-10-31
CL,62,CL_62,post,2018-11-01
CL,62,CL_62,post,2018-11-02
CL,62,CL_62,post,2018-11-03
CL,62,CL_62,post,2018-11-04
CL,62,CL_62,post,2018-11-05
CL,62,CL_62,post,2018-11-06
CL,62,CL_62,post,2018-11-07
CL,62,CL_62,post,2018-11-08
CL,62,CL_62,post,2018-11-09
CL,62,CL_62,post,2018-11-10
CL,62,CL_62,post,2018-11-11
CL,62,CL_62,post,2018-11-12
CL,62,CL_62,post,2018-11-13
CL,62,CL_62,post,2018-11-14
CL,62,CL_62,post,2018-11-15
CL,62,CL_62,post,2018-11-16
CL,62,CL_62,post,2018-11-17
CL,62,CL_62,post,2018-11-18
CL,62,CL_62,post,2018-11-19
CL,62,CL_62,post,2018-11-20
CL,62,CL_62,post,2018-11-21
CL,62,CL_62,post,2018-11-22
CL,62,CL_62,post,2018-11-23
CL,62,CL_62,post,2018-11-24
CL,62,CL_62,post,2018-11-25
CL,62,CL_62,post,2018-11-26
CL,62,CL_62,post,2018-11-27
CL,62,CL_62,post,2018-11-28
CL,62,CL_62,post,2018-11-29
CL,62,CL_62,post,2018-11-30
CL,62,CL_62,post,2018-12-01
CL,62,CL_62,post,2018-12-02
CL,62,CL_62,post,2018-12-03
CL,62,CL_62,post,2018-12-04
CL,62,CL_62,post,2018-12-05
CL,62,CL_62,post,2018-12-06
CL,62,CL_62,post,2018-12-07
CL,62,CL_62,post,2018-12-08
CL,62,CL_62,post,2018-12-09
CL,62,CL_62,post,2018-12-10
CL,62,CL_62,post,2018-12-11
CL,62,CL_62,post,2018-12-12
CL,62,CL_62,post,2018-12-13
CL,62,CL_62,post,2018-12-14
CL,62,CL_62,post,2018-12-15
CL,62,CL_62,post,2018-12-16
CL,62,CL_62,post,2018-12-17
CL,62,CL_62,post,2018-12-18
CL,62,CL_62,post,2018-12-19
CL,62,CL_62,post,2018-12-20
CL,62,CL_62,post,2018-12-21
CL,62,CL_62,post,2018-12-22
CL,62,CL_62,post,2018-12-23
CL,62,CL_62,post,2018-12-24
CL,62,CL_62,post,2018-12-25
CL,62,CL_62,post,2018-12-26
CL,62,CL_62,post,2018-12-27
CL,62,CL_62,post,2018-12-28
CL,62,CL_62,post,2018-12-29
CL,62,CL_62,post,2018-12-30
CL,62,CL_62,post,2018-12-31
CL,62,CL_62,post,2019-01-01
CL,62,CL_62,post,2019-01-02
CL,62,CL_62,post,2019-01-03
CL,62,CL_62,post,2019-01-04
CL,62,CL_62,post,2019-01-05
CL,62,CL_62,post,2019-01-06
CL,62,CL_62,post,2019-01-07
CL,62,CL_62,post,2019-01-08
CL,62,CL_62,post,2019-01-09
CL,62,CL_62,post,2019-01-10
CL,62,CL_62,post,2019-01-11
CL,62,CL_62,post,2019-01-12
CL,62,CL_62,post,2019-01-13
CL,62,CL_62,post,2019-01-14
CL,62,CL_62,post,2019-01-15
CL,62,CL_62,post,2019-01-16
CL,62,CL_62,post,2019-01-17
CL,62,CL_62,post,2019-01-18
CL,62,CL_62,post,2019-01-19
CL,62,CL_62,post,2019-01-20
CL,62,CL_62,post,2019-01-21
